Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
,,,,,,17630 | To improve student attendance by providing transportation facilities | 0.6113
,,,,,,3280 | To enhance teacher skills and improve student performance | 0.6068
,,,,,,3910 | To provide a place for children to study | 0.626
,,,,,,3860 | To address the teacher shortage in school by discussing problems and finding solutions | 0.6839
,,,,,,27983 | To improve the quality of education in government schools by involving local women and addressing the issue of lack of teachers | 0.6734
,,,,,,15265 | To help a child who was not interested in studies to start studying again | 0.661
,,,,,,4163 | To improve attendance in schools by encouraging students and providing rewards for good attendance | 0.6321
,,,,,,15356 | To increase interest in studies among children | 0.6307
,,,,,,3848 | To provide quality education to children in Basavanagiri by addressing the lack of good quality teachers | 0.6656
,,,,,,3817 | To address the teacher shortage in the school by working together with the community and school authorities | 0.652
,,,,,,28857 | To improve children's education | 0.6055
,,,,,,28860 | To improve children's education | 0.6055
,,,,,,29211 | To improve school attendance by addressing the negligence of parents and teachers | 0.7998
,,,,,,28861 | To improve children's education | 0.6055
,,,,,,17537 | To increase school attendance by providing cycles to students | 0.634
,,,,,,29021 | To increase parental involvement in their children's education | 0.6369
,,,,,,29022 | To increase school attendance by creating awareness among parents and children about the importance of education | 0.6026
,,,,,,15696 | To improve children's learning through play | 0.6608
,,,,,,28869 | To improve children's education | 0.6055
,,,,,,15725 | To improve school attendance by educating parents about the importance of education | 0.6395
,,,,,,28870 | To improve children's education by increasing parental involvement and support | 0.618
,,,,,,19944 | To improve education in Shivhar by addressing the shortage of teachers and education in schools | 0.6108
,,,,,,29218 | To solve the problem of children not attending school due to parental negligence | 0.8884
,,,,,,28877 | To educate parents about the importance of education for their children | 0.62
,,,,,,29027 | To improve student attendance by providing proper transportation | 0.617
,,,,,,29111 | To improve school attendance by raising awareness among parents and encouraging them to send their children to school regularly | 0.6058
,,,,,,29033 | To improve attendance by creating awareness among students and parents | 0.6485
,,,,,,16370 | To improve children's learning through play | 0.6608
,,,,,,28895 | To improve children's learning at home | 0.6023
,,,,,,28896 | To improve children's learning outcomes | 0.7078
,,,,,,12133 | To provide children with a separate place to study | 0.6442
,,,,,,3938 | To improve attendance in U M School Tepri by raising awareness about education and its importance | 0.6225
,,,,,,3850 | To improve the quality of education by addressing the shortage of teachers and engaging the community in the learning process | 0.7267
,,,,,,3858 | To address the shortage of teachers in school by taking alternative measures | 0.7255
,,,,,,29039 | To improve school attendance by raising awareness among parents and children about the importance of education | 0.6163
,,,,,,21927 | To improve the quality of education by hiring qualified teachers in schools | 0.7266
,,,,,,4384 | To increase the number of teachers in the school | 0.6245
,,,,,,28911 | To improve education by involving parents in their children | 0.6529
,,,,,,4224 | To improve attendance in school by making parents aware of the importance of education and providing incentives to students | 0.6529
,,,,,,15460 | To improve attendance by motivating parents and making them aware of educational importance | 0.6238
,,,,,,"3787 | To address the teacher shortage in our school by ensuring timely payment of salaries, thereby improving teacher retention and overall education quality. | 0.6104"
,,,,,,4183 | To improve school attendance and uniformity among children | 0.6242
,,,,,,15667 | To provide quality education to students despite the shortage of subject teachers | 0.7213
,,,,,,3896 | To improve education and increase regular attendance of all children | 0.6716
,,,,,,3862 | To provide quality education to children in the evenings due to teacher shortage in school | 0.6291
,,,,,,28927 | To improve school attendance by discussing education with parents and children | 0.6349
,,,,,,28928 | To improve school attendance by engaging with parents and children | 0.6265
,,,,,,28454 | To educate children who are not studying due to work interruption and parents not educating them | 0.6618
,,,,,,28482 | To address the issue of lack of teachers in rural schools and ensure children can complete their studies | 0.6681
,,,,,,28937 | To increase school attendance by addressing the challenges faced by children and their families | 0.6313
,,,,,,28485 | To educate the girl child who had discontinued her studies after 8th class | 0.6957
,,,,,,29279 | To improve teacher attendance in school by addressing the root causes and working with the community | 0.7408
,,,,,,29282 | To improve language skills of children in rural schools through innovative methods | 0.6059
,,,,,,29354 | To improve attendance in government school by creating awareness among parents and students about the importance of education | 0.6329
,,,,,,29383 | To improve education in Karnataka by addressing the main problem noticed in the school or community | 0.628
,,,,,,29377 | To educate parents about the importance of education for their children | 0.62
,,,,,,"29407 | To encourage and support dropout children in resuming their studies, addressing the issue of low morale and lack of understanding of education | 0.6169"
,,,,,,37842 | To improve learning outcomes by increasing parental involvement in children's education | 0.6105
,,,,,,29754 | To increase school attendance by raising awareness among parents about the importance of education and their role in ensuring regular attendance | 0.6291
,,,,,,40425 | To enroll children in school whose parents were going out to earn money | 0.6187
,,,,,,35153 | To educate parents about the importance of education for their children | 0.62
,,,,,,40337 | To increase child enrollment by addressing the issue of teachers not arriving on time | 0.7375
550e8400-e29b-41d4-a716-446655440001,Poverty and Economic Barriers,"This theme captures insights where families link irregular school attendance or dropouts to financial hardship. It includes responses describing how poverty forces children to prioritize work over education, how households depend on children's income for survival, and how limited resources—such as inability to afford uniforms, books, or transport—become barriers to schooling.","Poor,no money,lack of money,financial constraints,child labour,economic constraint,unemployment,financial difficulties,no fees,school fees,can't afford,daily wage,labourer,cannot buy books,no money for uniform,financial problems,poor economic condition,economic condition,education hampered,family affect,child labour,no money for fees,cannot afford school,daily wage family,BPL family,landless family,no stable income,food insecurity,school dress not affordable,no money for travel,scholarship not received,deprived community,tribal poverty,wage labor family,farm labor family,migrant labor family,sending children to work,child labor poverty,cannot afford books,financial condition,household chores,brick kiln,graze goats,earn living,enough money,failed matriculation,uniform dress,scholarship hostel,migrant workers,seasonal work,goat herding,kiln work",Approved,120,28515 | To enroll a girl in school who was not studying due to poverty | 0.7495
