Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
,,,,,,40851 | To solve the problem of children not attending school by raising awareness among parents about the importance of education | 0.7883
,,,,,,40855 | To raise awareness among parents about the importance of education for their children | 0.8503
,,,,,,40862 | To improve education in the community by increasing awareness and support for education among parents and children | 0.8711
,,,,,,40869 | To enroll children in school and emphasize the importance of education | 0.8405
,,,,,,40878 | To improve parental awareness of education and its importance | 0.8321
,,,,,,40900 | To create awareness among parents about the importance of education and encourage them to send their children to school | 0.8715
,,,,,,40924 | To enroll children in school by raising awareness about the importance of education among parents | 0.873
,,,,,,16624 | To spread awareness about the importance of education and encourage parents to send their children to school | 0.8784
,,,,,,40953 | To educate people and spread awareness about the importance of knowledge | 0.6668
,,,,,,40954 | To educate students and community members about the dangers of drug addiction and prevent its spread | 0.5871
,,,,,,28671 | To increase awareness about education in Golo and encourage parents to educate their children further | 0.745
,,,,,,41030 | To increase awareness among parents about the importance of education and encourage them to enroll their children in school | 0.8726
,,,,,,41032 | To increase awareness among parents about the importance of education and encourage them to enroll their children in school | 0.8726
,,,,,,41113 | To improve girls' education by engaging parents and community members | 0.8165
,,,,,,41131 | To address the issue of depriving girls of education in the community | 0.7906
,,,,,,41144 | To spread awareness among children and encourage them to attend school | 0.8432
,,,,,,41158 | To encourage Sapna to attend school regularly | 0.6062
,,,,,,41163 | To educate the community about the importance of education and encourage them to educate their children | 0.87
,,,,,,41202 | To make the community aware of the importance of education and to encourage children to attend school regularly | 0.8822
,,,,,,41212 | To improve education in Bartali by raising awareness about its importance | 0.6252
,,,,,,41242 | To increase awareness about the importance of education and encourage parents to enroll their children in school | 0.9076
,,,,,,40525 | To educate the community about the importance of education and encourage children to pursue further studies | 0.8601
,,,,,,40526 | To empower communities through education by raising awareness and promoting determination to stop wrong practices. | 0.7049
,,,,,,41294 | To educate girls in the Mahadalit colony by raising awareness about the importance of education | 0.7095
,,,,,,41371 | To raise awareness about the importance of education among parents and girls in the community | 0.9166
,,,,,,41404 | To improve education by involving parents and community members in teaching traditional games and supporting children who are behind in learning | 0.6536
,,,,,,41443 | To promote education among community members | 0.7997
,,,,,,41472 | To increase awareness among parents about the importance of education and encourage them to enroll their children in school | 0.8726
,,,,,,41484 | To create awareness among students about the importance of school property and their responsibility towards it | 0.6516
,,,,,,41531 | To enroll Ankush in school by raising awareness among his parents | 0.5976
,,,,,,48948 | To empower education in the community by raising awareness and encouraging children to pursue their studies | 0.8435
,,,,,,48951 | To increase girls' enrollment in schools by raising awareness about the importance of education among parents and community members | 0.9096
,,,,,,49018 | To educate the community about the importance of education and encourage them to enroll their children in school | 0.9015
