Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
550e8400-e29b-41d4-a716-446655440002,Legal Document linked Barriers,"This theme includes responses where children are unable to enroll in school due to missing or incomplete legal documents such as Aadhaar cards, birth certificates, or identity proofs. It captures how lack of proper documentation creates administrative hurdles that keep children out of the education system.","No Aadhar card,no aadhaar,no adhar,aadhar card not made,no birth certificate,lack of Aadhar card,no ID,no id proof,no legal document,no identity proof,enrollment barriers,admission refused,adhar,aadhaar,certificate not made,document pending,lack aadhar,having aadhar,birth certificate,unable study,Aadhaar card errors,date of birth missing,name mismatch,no birth date,birth certificate pending,enrollment blocked,documents not accepted,UID not made,government ID,aadhar errors,aadhaar update,not enrolled due to document,admission refused without document,no documents for school,identity not proven,date of birth not recorded,certificate not available,proper documentation,caste certificate,residence certificate,child registration,non enrolment,wrong name",Approved,130,28641 | To help children obtain Aadhaar cards and improve their access to education and other benefits | 0.8113
,,,,,,28805 | To improve girls' education in rural Bihar by raising awareness and motivating parents to send their daughters to school | 0.8171
,,,,,,28992 | To improve school attendance in Bakhanora village by engaging with the community and encouraging parents to send their children to school | 0.8454
,,,,,,29286 | To improve enrollment and learning outcomes in a Kannada medium school by implementing engaging activities and programs. | 0.6121
,,,,,,"28807 | To improve access to education for children in Badee Chaapi, Gaya, Bihar, by convincing parents to send their children to school | 0.8289"
,,,,,,15022 | To improve access to education for children in Suryapura Panchayat by addressing the issue of distance and lack of transportation to school | 0.7693
,,,,,,16636 | To increase school attendance in rural Bihar by addressing the issue of distance and motivating parents to send their children to school | 0.7887
,,,,,,15490 | To improve education in Adhamban village by encouraging children to attend school and providing them with necessary facilities | 0.8409
,,,,,,"15114 | To address the issue of children leaving school after Chhath due to distance and lack of schools in their village, and to promote education among women and children. | 0.7382"
,,,,,,15119 | To increase school attendance and promote education in the village by addressing financial scarcity and motivating parents to send their children to school regularly. | 0.8086
,,,,,,15122 | To educate Preeti and other children in the village about the importance of education | 0.8382
,,,,,,4200 | To empower girls in rural Bihar by promoting education and encouraging them to pursue their studies | 0.7646
,,,,,,7473 | To improve education in rural Bihar by providing access to quality education and resources | 0.7984
,,,,,,7586 | To create awareness about the importance of education among parents in Kharwa village | 0.8065
,,,,,,8988 | To create awareness about the importance of education among children and parents in Shivhar | 0.7843
,,,,,,20834 | To increase school attendance by addressing the issue of distance between the village and the school | 0.7326
,,,,,,"3301 | To improve the quality of education in Kinnari Village by addressing the lack of basic facilities, recruiting subject-wise teachers, and creating a playground. | 0.7003"
,,,,,,21814 | To improve the quality of education in rural Bihar by engaging the community and promoting awareness about the importance of education | 0.8421
,,,,,,5006 | To improve the education system in Hosabudanooru village by increasing parental support and student motivation | 0.7582
,,,,,,4549 | To increase awareness about the importance of education and improve school attendance in Halebudanuru Village | 0.7872
,,,,,,4551 | To improve education in Halebudanuru village by increasing awareness about the importance of education and providing support to families who rely on daily wages | 0.768
,,,,,,4614 | To improve education in Boothana Hosuru Village by addressing the issues of poverty and parental mindset | 0.7285
,,,,,,4703 | To educate children about their rights and provide psychological education through a village council program | 0.6666
,,,,,,5024 | To improve education in Hosabudanooru village by reducing the financial burden on families and encouraging children to attend school regularly | 0.7929
,,,,,,3287 | To improve the availability of trained teachers in HD Kote Mysore by addressing the issues of salary and accommodation | 0.5736
,,,,,,7848 | To improve education in Sakra Munsurpur by encouraging parents to send their children to school and explaining the importance of education | 0.8167
,,,,,,27810 | To raise awareness about education and to tell about education in villages which are deprived of education | 0.8207
,,,,,,12739 | To improve access to education for children in rural Bihar by addressing the challenges faced by their illiterate parents | 0.7864
,,,,,,15187 | To improve education in Shivhar by encouraging children to attend school and increasing awareness among the community | 0.788
,,,,,,16828 | To improve education in Baknar village by convincing parents to send their children to school | 0.8346
,,,,,,28824 | To improve education in Avati village by creating awareness and supporting unenrolled children | 0.8194
,,,,,,4009 | To improve access to education for girls in Banahi Sherghati Gaya Bihar by addressing the issue of distance and transportation | 0.7304
,,,,,,15188 | To improve access to education for girls in rural Bihar by addressing the issue of distance to schools and lack of awareness about the importance of education | 0.8033
,,,,,,15726 | To improve education in Laptaha village by encouraging children to attend school | 0.8419
,,,,,,3281 | To improve the education in Ramkrishna School by providing necessary books to the students | 0.6518
,,,,,,3353 | To improve the quality of education in Mallarahalli by providing evening classes for children | 0.7164
,,,,,,11724 | To improve education in Mathh Majhauli by ensuring children attend school on time and teachers take care of them | 0.7232
,,,,,,15793 | To improve education in the village by ensuring regular attendance and providing important educational information | 0.8131
,,,,,,15266 | To promote education and enrollment in rural Bihar through community engagement and awareness | 0.7328
,,,,,,15257 | To increase school attendance in the village | 0.7755
,,,,,,4161 | To improve education in Mala Toli village by raising awareness about its importance and providing facilities to children | 0.8042
,,,,,,4548 | To improve education in Halebudanuru village by addressing poverty and lack of facilities | 0.7292
,,,,,,28838 | To improve the education system in Ratanpur Bagahi by increasing teacher accountability and parental involvement | 0.7352
,,,,,,15334 | To improve education in Patharaura village by encouraging children to attend school | 0.8401
,,,,,,17163 | To improve the education system in rural Bihar by ensuring timely availability of library books and convincing parents to support their children | 0.7745
,,,,,,29101 | To improve access to education for children in Auravaa Tilha by increasing awareness among parents and providing remedial classes | 0.7392
,,,,,,3996 | To ensure all children in Lembua Village have access to safe and quality education | 0.7366
,,,,,,3984 | To improve education in the Mushahar and Bhangi caste settlements | 0.6688
,,,,,,3988 | To promote education among children in Jay Prakash Nagar by raising awareness among parents and encouraging them to send their children to school | 0.7724
,,,,,,3914 | To conduct a health campaign for the people of the community in our Gram Panchayat | 0.4866
,,,,,,29014 | To promote education in Kamalpur village by starting a remedial school for weak children and encouraging parents to send their children to school | 0.8316
,,,,,,3848 | To provide quality education to children in Basavanagiri by addressing the lack of good quality teachers | 0.7621
,,,,,,3763 | To improve the condition of the village school | 0.7496
,,,,,,4990 | To increase the number of boys attending school in Halebudanuru Village by addressing the financial pressure on families and the lack of awareness about the importance of education | 0.7949
,,,,,,13849 | To address the lack of access and quality in education in rural Karnataka by providing qualified teachers and promoting awareness among parents | 0.7843
,,,,,,13943 | To educate the children of the village who were not studying due to the school being far away | 0.7001
,,,,,,30676 | To improve the educational process in Banglihundi Graama by encouraging parents to pay attention to teachers and their children | 0.7968
,,,,,,29212 | To improve school attendance by addressing child labour and early marriage in Gaanv Ropahatha | 0.7265
,,,,,,7778 | To improve education in Bihar | 0.7928
,,,,,,19944 | To improve education in Shivhar by addressing the shortage of teachers and education in schools | 0.7088
,,,,,,19525 | To ensure every boy and girl in the village attends school and receives an education | 0.7759
,,,,,,"16213 | To improve the education system in Alanahalli, Mysore, Karnataka | 0.7085"
,,,,,,28888 | To improve education in Shivhar by increasing awareness among children and parents about the importance of education | 0.7863
,,,,,,19057 | To improve education in Gaojakhini by addressing the shortage of rooms and teachers in the school | 0.6836
,,,,,,16934 | To increase awareness about the importance of education among illiterate guardians in Ratanpur | 0.6701
,,,,,,29264 | To improve education in rural Karnataka by increasing awareness and involvement of parents in their children | 0.8217
,,,,,,20402 | To improve education in Khizersarai by ensuring that children receive a good education | 0.7029
,,,,,,4159 | To improve the expression of students in High School Bariyarpur by providing a supportive environment and encouraging participation. | 0.6453
